Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
officer barbrady,6,46,1,{'god': 1},2.17
whistlin willy,6,94,9,"{'fuck': 4, 'willys': 1, 'hell': 1, 'asses': 1, 'fuckin': 1, 'bitches': 1}",9.57
all,6,39,0,{},0.0
skeeter,6,59,0,{},0.0
announcer,6,100,0,{},0.0
victoria,6,133,1,{'shitty': 1},0.75
cartman brady,5,43,3,{'fuck': 3},6.98
pc bro 4,5,43,1,{'fuck': 1},2.33
ryan,5,40,0,{},0.0
rancher,5,78,0,{},0.0
sheila,5,49,0,{},0.0
pc bro 5,4,16,2,{'fuck': 2},12.5
caitlyn jenner,4,22,0,{},0.0
anchor tom,4,120,2,"{'fuck': 1, 'willys': 1}",1.67
aide,4,39,1,{'god': 1},2.56
voice,4,399,0,{},0.0
fr maxi,4,41,0,{},0.0
karen,4,22,0,{},0.0
carol,4,31,0,{},0.0
waiter,4,30,0,{},0.0
yates,4,96,0,{},0.0
maggie,4,34,0,{},0.0
reporter,4,160,1,{'pussy': 1},0.62
seagal,4,14,0,{},0.0
xi jinping,4,22,0,{},0.0
isis leader,4,54,0,{},0.0
pc bro 14,4,120,4,"{'fuckin': 2, 'pussy': 2}",3.33
mrs nelson,4,65,0,{},0.0
kevin,4,60,1,{'kill': 1},1.67
boys,3,3,0,{},0.0
topher,3,68,1,{'puss': 1},1.47
pc bro 9,3,35,1,{'puss': 1},2.86
president obama,3,131,0,{},0.0
dad,3,63,0,{},0.0
mr garrsion,3,22,0,{},0.0
man,3,30,2,{'god': 2},6.67
teacher,3,60,0,{},0.0
man 2,3,18,0,{},0.0
geralds review,3,114,1,{'hell': 1},0.88
greeter,3,26,0,{},0.0
other yelpers,3,9,0,{},0.0
mrs rodriguez,3,8,0,{},0.0
steven seagal,3,159,3,"{'fat': 2, 'turd': 1}",1.89
girls,3,3,0,{},0.0
anchor,3,87,0,{},0.0
blonde,3,17,0,{},0.0
pc bro 3,2,34,0,{},0.0
coach brady,2,25,1,{'fuck': 1},4.0
janitor,2,23,0,{},0.0
pc bro 6,2,10,0,{},0.0
pc bro 7,2,11,0,{},0.0
townsman,2,3,0,{},0.0
field reporter,2,44,1,{'fuck': 1},2.27
female politician,2,17,0,{},0.0
supporters,2,14,0,{},0.0
architect,2,63,0,{},0.0
mike,2,5,0,{},0.0
girl,2,7,0,{},0.0
female food critic,2,17,0,{},0.0
a yelper,2,8,0,{},0.0
female shopper,2,11,0,{},0.0
boy,2,5,0,{},0.0
girl 1,2,18,0,{},0.0
laura,2,5,0,{},0.0
homeless man 7,2,16,1,{'gay': 1},6.25
homeless man 6,2,10,0,{},0.0
ninjas,2,2,0,{},0.0
hillary,2,33,0,{},0.0
brad,2,29,0,{},0.0
pc bro 16,2,19,1,{'fuck': 1},5.26
friend,1,8,0,{},0.0
pc bro 8,1,6,0,{},0.0
coach cartman,1,5,0,{},0.0
a passing bro,1,4,0,{},0.0
pregnant mexican women,1,3,0,{},0.0
various adults,1,2,0,{},0.0
pledges,1,2,0,{},0.0
gerald and kyle,1,1,0,{},0.0
pledge 1,1,1,0,{},0.0
pledge 2,1,1,0,{},0.0
a pc bro,1,1,0,{},0.0
mr stkrdknmibalz,1,54,1,{'dick': 1},1.85
dan,1,25,0,{},0.0
richard adler,1,20,0,{},0.0
canadian kid 1,1,19,0,{},0.0
canadian 6,1,14,1,{'fucked': 1},7.14
male politician,1,14,0,{},0.0
three students dressed in native american garb,1,11,0,{},0.0
five students dressed in european clothing,1,10,0,{},0.0
canadians,1,10,0,{},0.0
class,1,7,0,{},0.0
canadian 4,1,5,0,{},0.0
canadian 5,1,5,0,{},0.0
supporter 3,1,4,0,{},0.0
canadian kid 2,1,3,0,{},0.0
supporter 2,1,3,0,{},0.0
supporter 4,1,3,0,{},0.0
canadian 1,1,2,0,{},0.0
canadian 2,1,2,0,{},0.0
canadian 3,1,2,0,{},0.0
stan craig kenny clyde tolkien,1,2,0,{},0.0
canadian 7,1,2,0,{},0.0
kindergartner,1,1,0,{},0.0
supporter 1,1,1,0,{},0.0
jimmy fallon,1,126,2,"{'shit': 1, 'rape': 1}",1.59
townfolk,1,14,1,{'bitch': 1},7.14
man 3,1,9,0,{},0.0
det harris,1,6,0,{},0.0
diner,1,2,0,{},0.0
bob,1,1,0,{},0.0
diner 1,1,32,0,{},0.0
yelper 4,1,26,0,{},0.0
yelper 1,1,24,0,{},0.0
yelper 3,1,14,0,{},0.0
waiter 2,1,11,1,{'cum': 1},9.09
yelpers,1,11,0,{},0.0
dr doctor,1,10,1,{'cum': 1},10.0
diner 2,1,10,0,{},0.0
diner 3,1,10,0,{},0.0
diner 4,1,9,0,{},0.0
yelper 2,1,6,0,{},0.0
a reviewer,1,5,0,{},0.0
all singers,1,3,1,{'cum': 1},33.33
chef,1,3,0,{},0.0
son,1,2,0,{},0.0
mr davis,1,1,0,{},0.0
gigi,1,21,0,{},0.0
cartman and seagal,1,11,0,{},0.0
plus sized models,1,3,0,{},0.0
man with cap,1,3,0,{},0.0
guest,1,3,0,{},0.0
woman 2,1,1,1,{'dyke': 1},100.0
fat woman,1,1,0,{},0.0
girl 2,1,12,0,{},0.0
bartender,1,9,0,{},0.0
girl 3,1,8,0,{},0.0
delivery man,1,6,0,{},0.0
man 1,1,6,0,{},0.0
