Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
cartman,31,186,3,"{'asshole': 1, 'stupid': 1, 'hell': 1}",1.61
stan,23,231,6,"{'seaman': 2, 'fucking': 1, 'hell': 1, 'god': 1, 'crap': 1}",2.6
kyle,20,283,5,"{'crap': 2, 'stupid': 2, 'seaman': 1}",1.77
dr mephesto,20,214,1,{'asses': 1},0.47
jesus,20,203,6,"{'seaman': 4, 'porn': 1, 'fag': 1}",2.96
mitch conner,14,266,2,"{'hell': 1, 'gook': 1}",0.75
tom cruise,14,178,2,"{'kill': 1, 'hells': 1}",1.12
scott tenorman,12,269,2,{'slut': 2},0.74
ginger 1,9,63,0,{},0.0
announcer,7,73,0,{},0.0
seaman,7,38,0,{},0.0
joseph smith,6,37,0,{},0.0
randy,5,61,0,{},0.0
person,4,114,3,"{'shit': 1, 'whitey': 1, 'motherfuckin': 1}",2.63
mr garrison,4,68,0,{},0.0
benedict xvi,4,24,1,{'fucker': 1},4.17
santa,3,36,1,{'crap': 1},2.78
a voice,3,28,0,{},0.0
moses,3,27,0,{},0.0
krishna,2,39,0,{},0.0
man,2,31,0,{},0.0
rob reiner,2,28,0,{},0.0
police officer,2,22,0,{},0.0
ginger 2,2,17,0,{},0.0
jimbo,2,16,0,{},0.0
ginger 4,2,12,0,{},0.0
mickey mouse,2,9,1,{'suck': 1},11.11
liane,2,7,0,{},0.0
kenny,2,6,0,{},0.0
pip,1,23,0,{},0.0
ginger 3,1,19,0,{},0.0
mr hankey,1,12,0,{},0.0
buddha,1,11,1,{'porn': 1},9.09
sgt yates,1,11,0,{},0.0
mayor mcdaniels,1,11,0,{},0.0
soldier 1,1,10,0,{},0.0
lao tse,1,10,0,{},0.0
richard tweek,1,8,0,{},0.0
army doctor,1,5,0,{},0.0
paris hilton,1,5,0,{},0.0
russell crowe,1,4,0,{},0.0
mr slave,1,3,0,{},0.0
soldier 2,1,1,0,{},0.0
kevin,1,1,0,{},0.0
