Name,Lines,Words,Profanity Count,Profanity List,Profanity Frequency
cartman,421,5830,148,"{'fuck': 21, 'shit': 13, 'fucking': 12, 'god': 12, 'stupid': 9, 'boner': 8, 'hell': 6, 'dick': 5, 'damn': 5, 'fuckin': 5, 'douchebag': 5, 'suck': 4, 'ass': 4, 'bitch': 4, 'clit': 3, 'asshole': 3, 'butthole': 3, 'dicks': 2, 'pissed': 2, 'rectal': 1, 'semen': 1, 'asses': 1, 'pissing': 1, 'raped': 1, 'titties': 1, 'assholes': 1, 'potty': 1, 'sex': 1, 'shitter': 1, 'gals': 1, 'sexual': 1, 'gay': 1, 'screwed': 1, 'boners': 1, 'kill': 1, 'shitty': 1, 'screw': 1, 'goddamned': 1, 'cock': 1, 'sucks': 1, 'screws': 1}",2.54
kyle,270,2907,39,"{'fuck': 7, 'stupid': 6, 'shit': 5, 'hell': 5, 'crap': 3, 'god': 2, 'damn': 2, 'fatass': 1, 'screws': 1, 'ass': 1, 'fat': 1, 'gay': 1, 'bitch': 1, 'raped': 1, 'asshole': 1, 'kill': 1}",1.34
stan,202,1950,34,"{'stupid': 4, 'kill': 3, 'fuck': 3, 'clit': 3, 'crotch': 2, 'sex': 2, 'suck': 2, 'shit': 2, 'hell': 2, 'spooge': 1, 'fart': 1, 'titty': 1, 'rectal': 1, 'semen': 1, 'cock': 1, 'asshole': 1, 'vulgar': 1, 'crap': 1, 'damn': 1, 'ass': 1}",1.74
randy,179,2523,33,"{'god': 8, 'cock': 4, 'clit': 4, 'dick': 3, 'shit': 3, 'fuck': 2, 'bitch': 2, 'bastard': 1, 'stupid': 1, 'bullshit': 1, 'fuckin': 1, 'horny': 1, 'clits': 1, 'bastards': 1}",1.31
butters,168,1426,19,"{'hell': 3, 'fat': 2, 'hooker': 2, 'gay': 2, 'turds': 1, 'sucks': 1, 'fuck': 1, 'raped': 1, 'vagina': 1, 'screwed': 1, 'ass': 1, 'boob': 1, 'stupid': 1, 'prostitute': 1}",1.33
stephen,59,994,1,{'god': 1},0.1
nathan,51,747,15,"{'fucking': 3, 'stupid': 2, 'assholes': 1, 'moron': 1, 'kill': 1, 'asshole': 1, 'sexual': 1, 'dick': 1, 'hell': 1, 'shit': 1, 'bitch': 1, 'douchebag': 1}",2.01
steve,46,876,3,"{'fuck': 2, 'fucking': 1}",0.34
announcer,44,1274,20,"{'pussy': 4, 'vodka': 3, 'dick': 2, 'ass': 2, 'fucking': 2, 'fuck': 2, 'queef': 1, 'pissed': 1, 'queefs': 1, 'threesomes': 1, 'hell': 1}",1.57
sharon,42,386,5,"{'tits': 1, 'crotch': 1, 'cock': 1, 'clit': 1, 'god': 1}",1.3
record producer,41,817,6,"{'shit': 1, 'clit': 1, 'asshole': 1, 'god': 1, 'hell': 1, 'damn': 1}",0.73
det harris,36,509,11,"{'cock': 6, 'god': 2, 'crap': 1, 'shit': 1, 'hell': 1}",2.16
kenny,34,113,6,"{'fuck': 3, 'titties': 1, 'fucking': 1, 'shit': 1}",5.31
wendy,31,374,2,"{'bitches': 1, 'hell': 1}",0.53
jimmy,29,548,0,{},0.0
principal victoria,26,394,0,{},0.0
mr garrison,25,297,8,"{'hell': 3, 'fuckin': 1, 'god': 1, 'piss': 1, 'bastard': 1, 'sex': 1}",2.69
dan snyder,23,327,2,"{'stupid': 1, 'god': 1}",0.61
timmy,21,26,0,{},0.0
minister,21,534,4,"{'fuck': 1, 'stupid': 1, 'fucking': 1, 'shit': 1}",0.75
tom vilsack,20,242,1,{'shit': 1},0.41
gerald,19,143,1,{'god': 1},0.7
pewdiepie,19,222,6,"{'god': 3, 'fat': 2, 'damn': 1}",2.7
mimsy,18,272,3,"{'raped': 1, 'sexual': 1, 'douchebag': 1}",1.1
craig,16,113,3,"{'fuck': 2, 'sucks': 1}",2.65
satan,16,409,14,"{'shit': 5, 'fuckin': 2, 'sex': 1, 'fuck': 1, 'fuckup': 1, 'screwed': 1, 'bullshit': 1, 'bitch': 1, 'crap': 1}",3.42
prince,16,225,1,{'shitty': 1},0.44
ron,13,119,1,{'shit': 1},0.84
phillip,13,135,3,"{'stupid': 1, 'god': 1, 'fuck': 1}",2.22
terrance,13,126,2,"{'bitch': 1, 'god': 1}",1.59
mj hologram,13,76,0,{},0.0
dj,12,175,0,{},0.0
brandon carlile,12,168,0,{},0.0
thomas,12,160,2,"{'gods': 1, 'hell': 1}",1.25
passenger,11,136,0,{},0.0
mjs hologram,11,114,1,{'kill': 1},0.88
mr mackey,10,118,3,"{'fuckin': 1, 'pissed': 1, 'dicks': 1}",2.54
shelly,10,123,1,{'kill': 1},0.81
woman,9,71,0,{},0.0
elon musk,9,92,0,{},0.0
promoter,9,123,4,"{'cock': 3, 'hell': 1}",3.25
russian,8,72,2,"{'fuck': 1, 'hell': 1}",2.78
nathans mom,7,60,0,{},0.0
stuart,7,27,3,"{'cock': 2, 'god': 1}",11.11
laura,7,94,2,"{'vagina': 1, 'naked': 1}",2.13
clerk,7,75,0,{},0.0
bill cosby,7,124,0,{},0.0
registrar,6,33,0,{},0.0
coach,6,102,1,{'god': 1},0.98
crowd,6,7,0,{},0.0
reporter,6,105,0,{},0.0
blond,6,75,1,{'fuck': 1},1.33
aunt jemima,6,55,0,{},0.0
nelson,6,95,0,{},0.0
red,6,46,1,{'hell': 1},2.17
sp cabbie,6,85,0,{},0.0
mr stevenson,6,77,1,{'fuck': 1},1.3
sheila,6,32,0,{},0.0
officer 1,6,58,1,{'asshole': 1},1.72
beelzeboot,6,44,0,{},0.0
marvin,6,31,0,{},0.0
breeder,6,120,1,{'fuckin': 1},0.83
man,6,122,4,"{'penis': 3, 'ass': 1}",3.28
ike,6,8,0,{},0.0
goodell,5,52,0,{},0.0
john garner,5,237,2,"{'dick': 1, 'fat': 1}",0.84
clyde,5,30,1,{'sucks': 1},3.33
linda,5,27,1,{'god': 1},3.7
iggy,5,61,2,"{'fuck': 1, 'bullshit': 1}",3.28
tech 3,5,15,0,{},0.0
kid 2,5,39,0,{},0.0
conner,5,52,1,{'hell': 1},1.92
front desk officer,5,58,0,{},0.0
taylor,5,27,0,{},0.0
commentator,4,56,0,{},0.0
researcher,4,117,0,{},0.0
anchor,4,198,0,{},0.0
matthew mcconaughey,4,51,0,{},0.0
manager,4,28,0,{},0.0
roger,4,155,1,{'god': 1},0.65
espn host,4,189,3,"{'cock': 2, 'god': 1}",1.59
slaughterhouse,4,49,0,{},0.0
peterson,4,72,2,"{'kill': 1, 'whitey': 1}",2.78
dad,4,41,1,{'damn': 1},2.44
officer 4,4,26,0,{},0.0
adams,4,23,0,{},0.0
bills hologram,4,23,0,{},0.0
worker 1,3,37,0,{},0.0
scott,3,21,0,{},0.0
michael taylor,3,17,0,{},0.0
boss,3,79,0,{},0.0
arab,3,25,0,{},0.0
minstrel,3,27,0,{},0.0
nc 9 reporter,3,101,0,{},0.0
dr carroll,3,70,1,{'hooker': 1},1.43
janitor,3,71,1,{'shit': 1},1.41
mr lu kim,3,28,0,{},0.0
boys,3,3,0,{},0.0
tech 4,3,50,0,{},0.0
kids,3,3,0,{},0.0
controller 2,3,25,0,{},0.0
news 4 anchor,2,91,0,{},0.0
jim irsay,2,39,0,{},0.0
employee,2,24,0,{},0.0
paul allen,2,22,0,{},0.0
35,2,16,0,{},0.0
harry,2,15,1,{'asses': 1},6.67
protestor 1,2,7,0,{},0.0
jeff white,2,28,0,{},0.0
tolkien,2,19,1,{'douchebags': 1},5.26
soldier,2,19,0,{},0.0
worker 2,2,17,0,{},0.0
soldier 2,2,16,0,{},0.0
mr adler,2,13,0,{},0.0
farmer,2,49,0,{},0.0
designer,2,37,0,{},0.0
carol,2,20,0,{},0.0
sia,2,10,0,{},0.0
cnn anchor,2,160,1,{'dick': 1},0.62
shoppers,2,26,4,{'god': 4},15.38
woman 1,2,23,0,{},0.0
younger man,2,6,0,{},0.0
nathans dad,2,4,0,{},0.0
hc drivers,2,3,0,{},0.0
all,2,2,0,{},0.0
exec 2,2,54,1,{'fuck': 1},1.85
exec 1,2,30,0,{},0.0
jimbo,2,17,0,{},0.0
sgt yates,2,35,0,{},0.0
officer 2,2,16,0,{},0.0
voice notification,2,34,0,{},0.0
boy,2,8,0,{},0.0
best buy rep,2,25,0,{},0.0
driver,2,8,1,{'hell': 1},12.5
nurse,2,6,0,{},0.0
girl 1,2,41,0,{},0.0
girl 3,2,18,0,{},0.0
referee,2,11,0,{},0.0
voice,2,10,1,{'cock': 1},10.0
kindergarten boy,2,8,0,{},0.0
girl,2,2,0,{},0.0
tech 2,2,25,0,{},0.0
guard 1,2,9,0,{},0.0
kurts hologram,2,20,0,{},0.0
mitchell,2,18,0,{},0.0
controller 1,2,17,0,{},0.0
kid 4,2,15,1,{'crap': 1},6.67
elvis hologram,2,12,0,{},0.0
kid 3,2,9,0,{},0.0
mom,2,9,0,{},0.0
iggys ass,2,8,0,{},0.0
robin meade,1,33,0,{},0.0
protestor 3,1,31,0,{},0.0
a caller,1,25,0,{},0.0
teen boy,1,19,0,{},0.0
alex spanos,1,16,0,{},0.0
protestor 5,1,14,0,{},0.0
isis spokesman,1,13,0,{},0.0
92,1,10,1,{'stupid': 1},10.0
steve bischiotti,1,10,0,{},0.0
fan wearing 3,1,8,1,{'god': 1},12.5
8,1,8,0,{},0.0
jerry jones,1,6,0,{},0.0
protestor 2,1,6,0,{},0.0
59,1,5,0,{},0.0
fan wearing a blue star,1,5,0,{},0.0
businessman,1,4,0,{},0.0
fan wearing 74,1,4,0,{},0.0
other fans,1,4,0,{},0.0
fan wearing 82,1,3,0,{},0.0
cartman and kyle,1,2,0,{},0.0
protestor 4,1,2,0,{},0.0
owners,1,1,0,{},0.0
employee 2,1,1,0,{},0.0
72,1,1,0,{},0.0
another fan,1,1,0,{},0.0
mark,1,40,0,{},0.0
pricipal victoria,1,39,0,{},0.0
jamie,1,31,1,{'fuck': 1},3.23
jeff,1,21,0,{},0.0
programmer 2,1,15,1,{'fat': 1},6.67
programmer,1,10,0,{},0.0
programmer 5,1,7,0,{},0.0
a quarantine,1,6,0,{},0.0
agent,1,5,0,{},0.0
programmer 3,1,5,0,{},0.0
programmer 4,1,3,0,{},0.0
fda agent 1,1,2,0,{},0.0
lorde,1,5,0,{},0.0
jason,1,4,0,{},0.0
jenny,1,1,0,{},0.0
hc driver 7,1,40,0,{},0.0
hc driver 6,1,31,0,{},0.0
bbc anchor,1,30,0,{},0.0
reporter 2,1,25,0,{},0.0
reporter 3,1,12,0,{},0.0
hc driver 3,1,11,0,{},0.0
exec 3,1,10,0,{},0.0
hc driver 5,1,10,0,{},0.0
transvestite,1,7,0,{},0.0
reporter 1,1,5,0,{},0.0
bbc announcer,1,5,0,{},0.0
older man,1,4,0,{},0.0
dick dastardly,1,4,0,{},0.0
american,1,3,0,{},0.0
exec 4,1,3,0,{},0.0
hc driver 1,1,1,0,{},0.0
